PreferredSponsors,Gender,Country,Degree,Sign Up Date,city,isFromSocialMedia
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,High School Student,2023-03-25T13:54:00.000Z,Chennai,True
"[""Saint Louis University"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-14T07:16:05.714Z,Khammam,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,2023-11-08T15:41:50.292Z,Kumasi,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,2023-07-10T19:44:31.478Z,Accra,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-07-18T12:45:07.760Z,Guntur,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-08-09T15:58:10.755Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-05-04T07:28:51.471Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-08-03T15:12:00.038Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-03T04:35:45.200Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,2023-06-25T06:25:14.254Z,Lugbe,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,2023-10-01T21:06:29.031Z,Lagos,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-05-15T00:00:24.243Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-16T18:48:51.709Z,Rajkot,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,2023-05-01T15:20:16.629Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-06-24T18:46:54.236Z,Asaba,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-07-20T17:08:15.554Z,Kwara,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-05-27T14:09:15.651Z,Ikorodududu,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-02-25T15:59:19.439Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Indonesia,High School Student,2023-05-08T04:19:18.605Z,Palembang,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-11-09T14:16:22.838Z,North,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-06-13T17:19:41.451Z,hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Netherlands,Graduate Program Student,2023-08-29T19:45:51.883Z,Hoofddorp,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,2023-06-16T04:12:00.295Z,sadar,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-05-12T15:26:00.000Z,Aba,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,2023-06-02T16:47:31.907Z,Irving,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,2023-08-10T15:27:23.339Z,Ogun,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,2023-06-15T20:11:08.972Z,Agbor,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,2023-10-20T08:40:35.445Z,Offatedo,False
"[""GlobalShala"",""Saint Louis University"",""Excelerate""]",Male,United States,Graduate Program Student,2023-08-05T04:47:15.321Z,Saint Louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,2023-06-15T16:10:59.710Z,rawalpindi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Kenya,Undergraduate Student,2023-03-16T14:10:02.806Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Indonesia,Undergraduate Student,2023-03-26T08:16:35.966Z,DKI Jakarta,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,"Palestinian Territory, Occupied",Undergraduate Student,2023-04-25T00:12:24.033Z,Qalqilya,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Graduate Program Student,2023-06-15T10:39:04.023Z,Maadi,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Albania,Undergraduate Student,2023-06-03T05:17:27.137Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Morocco,Undergraduate Student,2023-03-31T12:34:05.323Z,Marrakesh,True
"[""Saint Louis University""]",Male,United States,Graduate Program Student,2023-09-01T16:36:39.095Z,St louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,2023-08-23T01:21:33.673Z,Saint Louis,False
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,High School Student,2022-12-21T16:22:54.332Z,Chennai,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,2023-06-04T18:30:48.627Z,Los Angeles,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-03-04T09:17:32.566Z,New Delhi,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-06-14T12:47:05.298Z,Latehar,False
"[""GlobalShala"",""Excelerate"",""Illinois Institute of Technology""]",Female,India,Graduate Program Student,2023-05-10T06:39:23.560Z,Bcm,False
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2022-10-04T09:00:48.597Z,Akesan,False
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,2023-01-28T04:02:40.998Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-14T06:12:33.674Z,Hyderabad,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Germany,Graduate Program Student,2022-08-30T10:01:17.560Z,Karlsruhe,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-07-10T14:53:22.744Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,2023-07-11T13:10:34.786Z,Accra,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,2023-07-04T19:35:52.753Z,Madison,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Aland Islands,Undergraduate Student,2023-06-07T04:15:56.924Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Bangladesh,Undergraduate Student,2023-06-15T19:00:28.705Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-06-15T11:44:18.301Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-04T19:01:07.436Z,Mumbai,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,2023-06-16T13:15:34.778Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-14T17:29:47.067Z,Cheryal,False
"[""Saint Louis University""]",Male,United States,Undergraduate Student,2023-08-14T21:25:50.773Z,Saint Louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,2023-07-23T10:15:06.507Z,Ernakulam,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,2023-06-14T08:46:28.517Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",Male,United States,Graduate Program Student,2023-07-09T06:53:53.827Z,saint louis,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Undergraduate Student,2023-06-04T07:12:58.499Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Afghanistan,Undergraduate Student,2023-06-16T04:08:53.173Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Vietnam,Undergraduate Student,2023-07-06T10:43:43.488Z,Hanoi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,2023-07-06T23:17:15.457Z,Bonny Island,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,High School Student,2023-06-30T23:12:34.457Z,Hyderabad,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nepal,Undergraduate Student,2023-04-03T04:39:24.935Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,2023-04-25T04:44:05.638Z,kodad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-06-16T11:15:06.644Z,Pune,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Excelerate"",""Illinois Institute of Technology""]",Male,India,High School Student,2023-09-27T14:03:49.976Z,Deoria,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,2023-10-18T07:49:45.601Z,Hyderabad,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,2023-07-07T12:54:42.861Z,Lagos,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,2023-06-16T08:00:40.012Z,Dehradun,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Vietnam,Undergraduate Student,2023-07-06T10:27:12.198Z,Ha Noi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,High School Student,2023-06-14T15:24:15.562Z,Kolkata,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-07-07T16:57:26.492Z,Delhi,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Not in Education,2023-06-13T12:07:21.579Z,Accra,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,2023-07-16T14:41:50.736Z,Ranchi,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,2023-05-13T13:24:10.632Z,Chikmagalur,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,"Iran, Islamic Republic of Persian Gulf",Undergraduate Student,2023-08-06T14:17:01.335Z,Tabriz,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,2023-06-15T14:45:28.903Z,Port Harcourt,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Graduate Program Student,2023-01-24T18:46:15.231Z,Accra,False
