Name,FullName,Age,Height,Weight,Nationality,Overall,Positions,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating
M. Smith,Matt Smith,22,175,71,Wales,66,CM,Right,1,2,3,Low,Medium,71,56,66,68,60,69,62,55,48,70,38,66,64,56,68,67,69,72,81,65,77,62,68,75,67,57,65,63,62,66,45,67,61,62,59,13,6,11,12,11,63,65,64,64,64,65,68,68,68,68,68,68,68,66,64,66,19
W. Cevallos,Willian Cevallos,32,172,74,Ecuador,66,"CM,CDM",Right,1,3,2,High,Low,69,66,63,66,60,65,53,67,49,67,40,64,52,58,65,67,70,69,70,65,73,74,57,71,66,67,59,59,69,66,51,59,62,62,61,15,7,6,6,14,66,66,66,66,66,66,66,66,66,66,65,66,65,65,63,65,18
S. Prieto,Sebastián Prieto,29,180,73,Argentina,66,LB,Left,1,3,2,High,High,68,42,52,58,61,67,62,45,55,55,35,55,50,27,50,62,71,65,53,60,68,37,61,81,62,35,63,62,52,43,68,51,59,64,64,11,6,7,11,14,55,56,54,54,54,56,55,60,57,60,65,62,65,66,63,66,18
D. Dressel,Dennis Dressel,23,186,76,Germany,66,"CDM,CM,LWB",Left,1,3,2,High,Medium,70,64,64,65,60,72,60,60,59,68,62,61,48,47,67,67,69,71,71,66,70,72,72,81,69,69,67,64,62,66,50,69,58,60,56,5,15,7,10,11,67,65,65,65,65,65,68,68,69,68,67,67,67,66,65,66,18
M. Proietti,Mattia Proietti,30,180,69,Italy,66,"CDM,CM",Left,1,4,2,Medium,Medium,44,39,60,66,59,67,42,22,54,69,33,66,49,36,62,70,54,36,56,65,71,64,68,81,57,57,73,61,29,68,31,56,67,54,51,12,9,9,8,11,51,54,54,54,54,54,61,59,65,59,62,66,62,60,62,60,18
S. Fraser,Scott Fraser,27,185,69,Scotland,66,CM,Left,1,3,3,High,Medium,69,62,64,67,55,63,56,61,49,68,48,67,58,59,67,66,71,68,71,64,67,64,47,84,58,63,55,53,63,67,66,67,55,58,53,16,10,13,11,14,64,65,65,65,65,65,67,67,67,67,65,64,65,63,58,63,20
C. Robertson,Clark Robertson,28,188,76,Scotland,66,"CB,LB",Left,1,2,2,Medium,High,57,30,51,57,66,71,48,26,68,56,17,54,51,36,49,59,56,58,61,64,63,35,78,68,75,28,63,67,50,48,49,59,66,65,65,14,9,9,10,7,51,51,50,50,50,51,54,55,57,55,63,64,63,64,67,64,18
A. Schjelderup,Andreas Schjelderup,18,176,66,Norway,66,"CAM,LW,ST",Right,1,3,3,High,Medium,75,59,60,71,35,47,52,63,39,64,54,68,60,59,56,70,79,72,82,63,87,58,51,61,40,53,47,35,63,66,61,64,35,35,35,13,10,10,15,11,63,66,65,65,65,66,68,67,63,67,55,52,55,52,44,52,20
T. Ndicka Matam,Théo Ndicka Matam,22,170,65,France,66,"LWB,LB,LM",Left,1,3,2,High,Medium,77,48,58,68,57,66,62,38,38,60,33,67,53,51,56,67,82,73,80,58,83,63,69,77,60,58,68,58,51,56,48,53,57,62,62,6,13,8,11,9,57,62,59,59,59,62,63,65,62,65,66,63,66,65,61,65,17
J. Sarmiento,Jeremy Sarmiento,20,183,73,Ecuador,66,"RM,LM",Right,1,3,3,Medium,Medium,80,62,62,67,29,52,60,62,43,65,52,67,61,55,56,65,83,77,74,55,74,70,34,57,61,54,30,22,64,64,60,68,27,32,30,12,9,13,14,12,64,66,65,65,65,66,67,67,60,67,52,48,52,49,41,49,19
F. Romero,Fernando Romero,22,175,84,Paraguay,66,ST,Right,1,3,2,High,Low,65,69,54,62,25,67,36,71,65,69,65,64,33,49,46,60,64,66,60,65,64,66,80,63,72,68,58,20,62,60,69,48,21,19,20,11,8,7,7,14,68,62,65,65,65,62,65,62,59,62,46,47,46,44,43,44,18
J. Williams,Jordan Williams,22,179,75,England,66,"RWB,RB,LWB",Right,1,3,2,Medium,High,74,38,54,64,63,65,60,38,54,59,28,64,42,31,51,63,73,75,69,63,67,39,71,71,66,36,54,63,55,50,35,53,62,67,63,6,9,5,12,5,56,59,57,57,57,59,59,63,60,63,66,63,66,66,65,66,16
D. Sorgić,Dejan Sorgić,32,177,74,Serbia,66,ST,Right,1,3,3,High,High,55,68,61,68,40,67,53,69,61,66,65,66,65,57,61,68,51,58,74,62,73,68,78,72,65,67,63,34,70,62,62,70,43,37,33,9,7,14,12,13,66,64,65,65,65,64,66,65,64,65,54,56,54,52,52,52,18
A. Albu,Alexandru Albu,28,188,70,Romania,66,"CDM,CB,CM",Left,1,3,3,High,High,62,63,63,60,63,76,57,60,65,66,42,57,61,67,64,63,61,63,62,65,64,72,71,78,75,68,75,63,60,61,51,64,62,63,62,11,12,12,8,10,65,61,62,62,62,61,64,64,66,64,66,66,66,66,66,66,18
D. Hernández,Daniel Hernández,31,176,60,Colombia,66,"CAM,RM",Left,1,3,4,High,Low,66,58,68,70,30,55,70,53,37,70,64,73,66,70,59,69,65,66,73,59,72,65,33,53,61,61,50,31,63,68,59,59,33,27,25,7,8,7,8,12,62,66,65,65,65,66,66,66,63,66,53,51,53,49,43,49,16
M. Lauritsen,Mads Lauritsen,29,195,88,Denmark,66,CB,Right,1,2,2,Medium,Medium,46,42,49,47,67,74,42,40,67,60,28,43,28,32,55,55,43,48,34,63,37,60,40,72,82,35,63,64,32,44,35,54,67,68,65,8,13,6,9,6,52,46,48,48,48,46,50,51,56,51,61,65,61,62,66,62,17
F. Queiroz,Facundo Queiroz,24,186,77,Uruguay,66,CB,Left,1,2,2,Medium,High,57,34,47,46,66,69,35,33,70,61,25,35,26,39,55,58,56,57,46,63,55,35,73,70,70,29,66,65,44,35,53,48,66,66,64,8,9,10,11,8,50,46,47,47,47,46,50,51,55,51,61,64,61,63,68,63,17
Ruan,Ruan Tressoldi Netto,23,187,78,Brazil,66,CB,Right,1,2,2,Low,High,63,29,40,50,68,63,34,26,67,51,29,47,33,27,39,51,59,66,48,59,57,35,74,55,68,24,57,64,28,33,45,51,67,71,74,9,6,10,12,15,47,44,44,44,44,44,46,48,48,48,60,60,60,63,68,63,18
N. Patterson,Nathan Patterson,20,183,66,Scotland,66,"RB,RWB",Right,1,3,2,High,High,77,44,57,64,62,69,63,38,57,61,41,65,56,31,55,62,75,79,72,53,74,60,73,73,68,41,66,62,55,54,35,58,62,63,63,7,13,9,7,8,58,60,58,58,58,60,60,63,60,63,66,63,66,66,65,66,16
T. Tessmann,Tanner Tessmann,20,188,86,United States,66,"CDM,CM",Right,1,5,2,Medium,Medium,59,47,64,67,59,72,53,46,45,69,41,66,50,42,70,69,64,54,65,65,69,53,62,74,83,43,43,57,66,70,41,65,69,57,54,9,6,10,10,6,60,62,62,62,62,62,67,66,68,66,64,67,64,63,62,63,16
O. Shevchenko,Oleksiy Shevchenko,30,188,81,Ukraine,66,GK,Right,1,3,1,Medium,Medium,66,65,66,66,25,65,14,7,14,28,9,11,10,14,29,16,32,15,35,57,33,50,50,22,69,8,22,13,8,41,10,28,11,18,16,66,65,66,65,66,25,20,22,22,22,20,26,24,27,24,23,27,23,23,26,23,66
Rodrigues,Antônio Rodrigues,24,188,79,Brazil,66,CB,Right,1,3,2,Medium,High,65,36,42,45,67,67,33,34,60,58,29,35,29,33,38,52,63,67,47,66,52,55,73,68,70,21,58,61,33,33,44,54,67,73,70,12,14,14,8,12,50,45,46,46,46,45,47,49,50,49,61,62,61,64,68,64,20
A. Jasic,Adis Jasic,19,178,69,Austria,66,"RB,RWB,LWB",Right,1,3,3,Medium,Medium,74,50,58,66,60,68,61,45,58,60,40,66,42,46,57,64,74,74,72,58,74,59,69,79,63,52,64,63,54,58,47,56,54,63,61,14,13,8,11,7,60,61,60,60,60,61,62,64,63,64,66,64,66,66,63,66,18
H. Dean,Harlee Dean,30,191,75,England,66,CB,Right,1,3,2,Medium,High,53,33,44,53,65,73,17,25,66,61,23,48,26,32,56,55,55,51,57,62,55,60,79,65,75,30,74,65,34,40,21,68,66,65,63,16,16,16,12,16,50,45,47,47,47,45,50,49,55,49,58,64,58,60,66,60,22
D. Hayashi,Daichi Hayashi,25,178,73,Japan,66,ST,Right,1,3,3,Medium,Medium,69,65,55,65,30,69,52,66,65,62,59,64,59,43,51,67,71,68,69,62,68,65,69,72,71,61,62,23,68,50,66,63,19,35,25,9,12,11,10,10,68,64,64,64,64,64,64,65,60,65,51,49,51,49,46,49,18
M. van Brederode,Myron van Brederode,18,174,60,Netherlands,66,LW,Right,1,4,3,High,Medium,78,50,59,75,25,51,58,50,42,64,40,77,62,43,49,74,80,77,84,60,74,57,55,62,44,48,54,27,54,62,45,62,24,20,23,7,8,15,9,14,60,66,64,64,64,66,67,68,60,68,52,48,52,48,39,48,17
G. Espinoza,Gonzalo Espinoza,32,177,86,Chile,66,"CM,CDM",Right,1,3,3,High,High,41,61,66,62,59,85,63,54,55,68,48,64,68,59,64,66,49,34,49,62,59,72,57,80,90,65,86,64,64,68,72,58,57,59,56,11,11,9,12,13,63,60,62,62,62,60,65,64,66,64,64,66,64,62,66,62,19
Ricardo Matos,Ricardo Manuel Pinho Matos,22,182,77,Portugal,66,ST,Right,1,4,3,High,Medium,76,65,58,68,28,62,51,66,65,61,69,68,55,58,50,69,77,76,72,63,67,68,73,69,62,58,48,28,64,68,69,61,19,25,22,13,14,6,6,6,68,66,67,67,67,66,68,67,61,67,51,48,51,49,43,49,17
Tang Xin,Xin Tang,31,177,74,China PR,66,"LB,RB",Left,1,2,2,Medium,High,74,32,48,61,64,68,58,25,46,58,27,54,41,28,43,64,74,74,72,67,70,39,57,58,75,36,64,64,47,33,35,65,57,75,68,8,8,6,10,14,52,55,52,52,52,55,54,58,55,58,66,63,66,66,66,66,18
D. Udoh,Daniel Udoh,25,183,73,Nigeria,66,ST,Right,1,4,3,High,Medium,82,64,52,66,39,78,49,66,61,58,58,63,49,41,47,65,83,81,81,65,76,64,79,85,82,61,59,31,66,53,58,58,40,39,32,15,9,9,10,6,68,65,65,65,65,65,65,66,60,66,56,54,56,55,53,55,18
K. Schulz,Kofi Schulz,32,188,82,Germany,66,"LB,LWB,CB",Left,1,3,2,High,Medium,78,56,61,64,62,79,63,49,53,63,42,67,48,51,67,64,71,83,65,57,49,73,63,69,89,58,71,64,57,58,62,62,61,64,62,10,14,11,6,15,64,63,62,62,62,63,64,66,64,66,66,66,66,66,66,66,18
P. Weihrauch,Patrick Weihrauch,28,181,74,Germany,66,"CM,CAM",Right,1,3,3,Medium,Medium,72,59,64,73,54,61,60,56,56,69,62,73,63,63,58,72,78,67,81,68,75,65,64,73,59,59,51,59,63,66,55,67,55,54,38,14,10,10,13,7,66,66,66,66,66,66,66,66,66,66,64,63,64,62,58,62,19
J. Stockley,Jayden Stockley,28,191,79,England,66,ST,Right,1,2,2,High,High,55,65,45,59,34,81,31,68,72,53,64,58,47,55,40,64,58,53,52,66,48,71,74,76,86,52,74,37,68,45,65,56,32,25,18,14,6,15,9,12,66,57,61,61,61,57,59,58,56,58,48,50,48,46,50,46,19
J. Tucker,Jack Tucker,22,192,85,England,66,CB,Right,1,3,2,Medium,High,63,29,45,47,65,79,28,31,65,59,25,42,21,22,57,52,71,57,47,62,49,36,79,76,84,19,68,64,32,42,25,50,65,65,64,9,8,5,7,15,49,45,46,46,46,45,49,51,54,51,60,64,60,62,68,62,17
J. Lokilo,Jason Lokilo,23,175,65,Congo DR,66,"RM,LM,ST",Left,1,3,3,High,Medium,85,58,61,69,27,51,58,58,40,61,45,66,62,67,56,66,83,86,91,65,87,61,49,61,50,58,41,29,62,65,55,53,19,28,27,6,6,7,12,13,63,66,65,65,65,66,67,67,61,67,53,48,53,50,40,50,17
Diego Alende,Diego Alende López,24,183,76,Spain,66,"CB,RB",Right,1,3,2,Medium,Medium,53,26,46,48,66,68,30,24,63,66,21,36,26,26,48,65,54,52,34,61,63,31,85,55,76,23,60,65,28,33,33,58,66,68,61,7,9,10,15,16,46,44,44,44,44,44,48,48,53,48,59,64,59,61,68,61,19
Matheus Índio,Matheus Salgueiro Pains,22,182,80,Brazil,66,CDM,Right,1,2,2,Medium,Medium,68,41,57,63,63,72,49,32,52,65,34,62,43,47,62,67,69,68,63,63,55,60,61,72,73,44,71,63,37,53,43,54,62,67,65,10,6,8,5,13,55,56,55,55,55,56,59,61,62,61,66,67,66,66,66,66,16
R. Phillips,Ricardo Phillips,21,170,74,Panama,66,"LM,LW",Left,1,3,3,Medium,Medium,76,59,62,67,52,56,63,57,55,65,55,70,56,48,60,65,74,78,70,60,65,63,55,63,58,58,44,58,64,61,61,59,55,45,48,8,8,15,6,8,64,65,64,64,64,65,66,67,64,67,62,59,62,61,56,61,16
M. Rundić,Milan Rundić,30,188,80,Serbia,66,CB,Left,1,2,2,Low,Medium,67,37,41,48,64,75,24,33,56,55,23,33,23,26,53,60,67,67,61,63,69,57,78,64,84,25,66,64,30,32,52,47,67,65,63,12,11,13,13,13,51,45,46,46,46,45,48,49,52,49,59,63,59,62,66,62,20
K. Guessoum,Kelyan Guessoum,23,176,70,France,66,CB,Right,1,2,2,Medium,Medium,67,36,52,57,67,62,40,38,66,66,37,53,39,34,56,59,69,66,60,63,72,41,72,51,66,27,64,68,29,43,45,59,66,69,65,12,13,10,8,13,52,51,50,50,50,51,54,55,57,55,63,65,63,64,68,64,19
E. Moore,Elliott Moore,25,196,92,England,66,CB,Right,1,2,2,Medium,High,33,30,45,44,66,81,32,26,69,58,37,36,32,36,55,56,34,33,33,61,32,41,52,79,91,24,65,65,33,31,45,63,67,64,63,6,6,11,13,8,47,40,42,42,42,40,45,46,53,46,58,64,58,60,68,60,16
T. Heintz,Tobias Heintz,23,173,69,Norway,66,"CAM,LM",Right,1,2,3,Medium,Medium,73,58,63,68,37,59,61,60,47,64,48,66,68,68,59,67,74,72,82,64,81,57,83,70,60,58,37,34,66,66,52,59,35,37,35,12,10,11,13,10,64,66,65,65,65,66,68,68,63,68,56,53,56,54,47,54,19
C. Winchester,Carl Winchester,29,178,74,Northern Ireland,66,RB,Right,1,3,3,High,Medium,73,61,64,66,59,75,64,60,54,68,47,63,60,54,63,66,74,72,78,58,78,63,82,90,71,65,62,60,60,61,56,64,59,61,57,11,7,11,12,12,64,65,63,63,63,65,66,66,66,66,66,66,66,66,64,66,18
C. McGrandles,Conor McGrandles,26,185,64,Scotland,66,"CM,CDM",Right,1,3,2,High,High,66,57,63,64,61,78,59,59,51,68,39,64,50,40,67,66,64,67,63,63,58,58,76,88,72,56,83,61,59,63,52,59,64,63,56,15,13,8,10,15,63,63,63,63,63,63,66,66,66,66,66,66,66,66,66,66,20
C. Burgess,Cameron Burgess,26,194,81,Australia,66,CB,Left,1,3,2,High,Medium,46,37,47,47,65,78,40,38,65,58,23,43,31,30,57,53,43,48,38,62,41,45,78,70,85,25,68,64,46,37,43,60,64,68,64,9,13,14,15,7,52,46,47,47,47,46,49,51,55,51,60,64,60,61,67,61,19
J. Brea,Julián Brea,22,165,64,Argentina,66,"LM,ST",Right,1,2,3,High,Medium,77,59,58,69,30,46,63,61,44,63,62,70,56,44,50,68,79,75,76,60,86,68,46,67,42,43,31,18,56,54,67,49,30,34,27,11,7,6,10,8,63,65,63,63,63,65,64,67,58,67,53,47,53,50,40,50,16
L. Weinkauf,Leo Weinkauf,25,198,94,Germany,66,GK,Right,1,3,1,Medium,Medium,65,67,53,71,35,69,11,9,10,23,10,11,10,10,16,11,36,34,24,52,30,40,49,26,59,6,22,14,6,24,18,37,15,10,9,65,67,53,69,71,23,18,20,20,20,18,21,22,21,22,22,22,22,21,23,21,67
N. Hämäläinen,Niko Hämäläinen,25,176,74,Finland,66,"LB,LWB",Left,1,3,2,Medium,Medium,79,48,58,65,61,60,62,37,53,61,35,64,57,41,56,65,78,79,68,58,75,70,67,70,56,54,57,57,56,55,37,59,61,64,65,14,8,7,8,12,59,61,60,60,60,61,62,64,62,64,66,63,66,66,62,66,18
D. Kiki,David Kiki,28,180,76,Benin,66,LB,Left,1,3,2,High,Medium,72,49,58,62,61,71,62,47,62,63,44,61,52,37,60,61,70,73,71,60,66,64,72,77,70,42,68,59,52,48,38,60,59,64,62,7,15,13,14,11,60,59,58,58,58,59,60,63,61,63,66,64,66,66,65,66,19
R. Zekhnini,Rafik Zekhnini,24,179,63,Norway,66,"RM,LM,ST",Right,1,4,3,High,Medium,88,56,56,69,31,44,62,57,33,59,50,68,57,38,36,67,87,88,85,61,80,63,42,58,38,50,40,25,60,62,50,63,37,27,31,7,11,8,12,14,61,66,64,64,64,66,65,66,57,66,54,46,54,51,40,51,18
Aldair Neves,Aldair Neves Paulo Faustino,22,175,60,Portugal,66,"RB,RM",Right,1,3,3,Medium,Medium,65,41,54,58,66,55,61,40,65,58,36,64,42,41,48,50,66,65,52,58,79,40,57,63,50,41,55,62,50,49,47,48,60,74,72,6,14,13,11,15,54,55,53,53,53,55,55,59,57,59,65,61,65,66,64,66,19
D. Horgan,Daryl Horgan,29,170,70,Republic of Ireland,66,CAM,Right,1,3,4,Medium,Medium,82,59,64,69,33,58,65,57,51,64,54,66,69,67,59,66,83,82,90,59,90,62,81,75,55,59,40,16,63,66,59,62,48,26,20,7,13,15,12,7,64,66,65,65,65,66,66,66,62,66,54,50,54,51,43,51,17
J. Ahlmann,Jakob Ahlmann,31,179,70,Denmark,66,"LB,LM",Left,1,2,3,High,Medium,63,48,62,64,63,67,66,41,54,65,57,64,60,55,58,65,64,62,64,62,69,59,59,72,70,49,56,63,63,60,42,64,64,64,62,14,14,8,13,8,60,61,60,60,60,61,63,65,64,65,66,65,66,66,65,66,20
B. Kapacak,Burak Kapacak,22,180,71,Turkey,66,"RM,LM,RB",Right,1,3,2,High,Medium,78,57,61,69,50,60,68,57,50,62,49,72,71,45,55,67,77,79,74,56,72,70,59,60,61,48,59,46,58,56,47,59,51,51,49,7,14,6,13,10,64,65,63,63,63,65,65,67,61,67,61,58,61,60,56,60,18
M. Nottingham,Michael Nottingham,33,193,88,Saint Kitts and Nevis,66,CB,Right,1,3,2,High,Medium,58,35,51,53,66,75,55,32,65,59,23,55,41,23,51,55,52,62,44,62,33,51,66,70,81,25,68,67,46,43,32,60,66,66,64,10,7,11,12,12,53,51,50,50,50,51,52,56,56,56,64,64,64,65,66,65,18
N. Ueda,Naomichi Ueda,27,186,77,Japan,66,CB,Right,1,2,2,Medium,Medium,46,30,50,52,67,70,32,24,69,66,22,41,25,22,61,58,43,48,65,63,66,53,60,69,75,21,59,66,28,45,30,60,66,69,67,6,8,9,13,9,48,44,45,45,45,44,50,50,57,50,61,66,61,63,68,63,17
Kayky,Kayky da Silva Chagas,19,175,67,Brazil,66,RW,Left,1,3,3,Medium,Low,79,58,57,72,28,45,57,64,38,60,50,73,45,39,55,71,83,75,83,49,76,62,46,60,43,40,31,22,61,63,64,58,24,30,31,14,14,14,13,12,62,66,64,64,64,66,66,67,59,67,51,46,51,48,38,48,19
Campuzano,Víctor Campuzano Bonilla,25,174,72,Spain,66,"ST,CAM",Left,1,3,3,High,Low,78,65,59,67,19,65,58,65,60,62,63,66,59,48,59,63,76,80,79,66,78,65,76,71,66,64,53,16,70,55,61,62,12,15,13,14,12,6,11,7,68,66,66,66,66,66,66,67,60,67,48,45,48,45,39,45,19
L. Ndenbe,Logan Ndenbe,22,175,73,Belgium,66,LB,Left,1,3,2,High,Medium,78,29,58,66,60,68,64,22,53,64,29,66,40,34,64,63,82,74,78,60,81,42,78,74,64,25,70,59,54,49,38,60,62,61,61,12,10,14,15,5,53,59,55,55,55,59,59,64,61,64,67,65,67,66,64,66,18
A. Palmer,Alex Palmer,25,191,85,England,66,GK,Right,1,3,1,Medium,Medium,68,66,65,67,30,65,14,14,12,30,16,21,15,17,22,25,26,37,34,53,34,49,42,27,63,14,20,10,10,37,27,31,10,12,14,68,66,65,65,67,28,25,26,26,26,25,29,28,28,28,24,26,24,23,24,23,67
P. Vlachodimos,Panagiotis Vlachodimos,30,184,74,Greece,66,"LM,LW",Right,1,3,3,High,Medium,75,59,61,66,34,60,61,57,57,60,55,65,63,59,60,64,76,74,77,67,66,63,65,71,56,62,56,24,60,65,56,58,47,22,26,9,7,12,15,10,64,64,64,64,64,64,66,66,61,66,54,51,54,51,46,51,19
K. Eriksen,Kristian Eriksen,26,177,67,Norway,66,"CAM,RM",Right,1,3,3,High,Medium,69,62,61,66,36,68,54,63,60,66,54,64,48,43,63,65,68,69,70,68,80,68,75,82,61,61,65,21,66,67,43,59,35,39,40,14,13,13,8,9,67,65,66,66,66,65,67,67,65,67,56,55,56,54,50,54,19
Pablo Gozálbez,Pablo Gozálbez Gilabert,21,170,65,Spain,66,"CAM,CM",Right,1,4,3,High,Medium,58,66,64,69,49,49,53,70,61,67,53,70,63,61,66,71,61,55,66,55,79,65,61,49,46,65,54,52,64,68,55,52,50,43,44,11,10,12,10,5,66,65,66,66,66,65,68,66,66,66,57,58,57,55,54,55,16
C. Ribera,Carlos Ribera,25,175,67,Bolivia,66,"CM,CDM",Right,1,3,4,High,Medium,63,61,61,69,62,58,45,58,47,66,34,71,68,71,65,68,64,62,71,65,67,67,61,70,49,71,66,60,65,62,41,65,65,65,60,11,8,11,8,8,63,64,65,65,65,64,68,66,68,66,64,66,64,64,63,64,17
D. van Kaam,Daniël van Kaam,22,175,70,Netherlands,66,"CM,CDM",Left,1,3,3,Medium,Medium,64,56,65,67,60,60,61,53,48,69,57,66,62,55,67,67,63,64,70,66,68,64,52,72,53,55,66,67,58,66,60,64,66,56,53,6,14,12,7,14,61,63,63,63,63,63,66,67,68,67,66,67,66,64,62,64,18
K. Lulić,Karlo Lulić,26,187,81,Croatia,66,"CM,CAM",Right,1,5,3,Medium,Medium,57,64,67,65,53,68,64,62,54,71,56,65,62,57,67,67,56,57,61,66,57,67,62,67,71,66,65,54,66,68,62,66,52,53,48,14,12,14,13,9,66,65,65,65,65,65,68,67,68,67,62,64,62,60,60,60,20
K. Kerschbaumer,Konstantin Kerschbaumer,30,179,78,Austria,66,"CM,CAM,CDM",Right,1,4,3,High,High,72,65,63,66,60,76,58,64,48,65,48,64,58,63,63,66,69,74,72,63,71,72,71,91,72,67,69,62,66,65,55,67,61,63,54,8,9,14,15,15,66,65,66,66,66,65,66,66,66,66,66,66,66,66,64,66,20
A. Verschueren,Arno Verschueren,25,185,73,Belgium,66,"CM,CAM,CDM",Right,1,3,2,Medium,Medium,67,56,61,66,65,69,55,53,62,66,38,64,33,44,65,66,68,66,72,67,70,64,60,76,66,62,72,64,66,65,43,64,65,66,63,9,15,14,12,6,64,64,64,64,64,64,67,66,68,66,67,68,67,67,67,67,19
G. Karlen,Gaëtan Karlen,29,188,81,Switzerland,66,ST,Right,1,3,2,Medium,Medium,68,65,59,64,41,71,46,66,64,63,61,64,61,58,58,64,66,70,65,64,62,65,73,68,76,64,64,45,69,66,63,65,38,36,30,15,13,15,13,13,66,64,65,65,65,64,66,65,64,65,54,56,54,53,53,53,21
M. Eisa,Mo Eisa,27,183,70,Sudan,66,ST,Right,1,3,3,High,Medium,86,64,51,66,24,63,53,67,58,54,57,66,56,60,30,65,90,83,73,65,60,65,70,74,68,59,36,18,67,55,58,64,29,15,17,9,12,7,11,10,66,66,66,66,66,66,64,66,55,66,50,43,50,47,40,47,18
D. Butler,Dan Butler,27,175,75,England,66,"LWB,LB,CB",Left,1,2,2,High,High,73,44,57,62,61,73,63,42,50,59,35,59,60,54,51,60,73,73,80,59,71,49,90,85,67,47,67,61,49,54,35,56,62,62,61,10,15,13,6,15,56,59,56,56,56,59,59,62,60,62,66,63,66,66,64,66,19
J. Shipley,Jordan Shipley,24,183,73,Republic of Ireland,66,"CM,LW,LWB",Left,1,2,3,Medium,Medium,61,66,67,66,60,64,67,63,50,68,66,66,67,65,64,67,59,63,60,63,67,70,57,64,65,68,61,61,67,67,62,65,60,63,59,15,10,14,5,8,66,65,65,65,65,65,68,67,68,67,65,66,65,64,63,64,18
M. Maloča,Mario Maloča,33,189,83,Croatia,66,CB,Right,1,3,2,Medium,High,61,36,41,43,65,71,40,40,65,52,23,30,18,36,37,45,50,70,54,64,69,40,71,43,83,27,74,65,25,31,49,70,65,65,62,9,15,14,9,10,48,42,42,42,42,42,43,45,46,45,57,59,57,60,66,60,19
Bruno Ramires,Bruno Edgar Silva Almeida,28,190,81,Brazil,66,"CDM,CM",Right,1,3,2,Medium,Medium,52,49,59,63,61,79,49,41,59,67,41,63,41,43,64,65,53,52,60,64,54,64,61,78,84,51,74,60,60,60,48,65,58,65,63,16,10,14,15,13,60,58,59,59,59,58,62,62,66,62,64,66,64,63,66,63,21
T. Doyle,Tommy Doyle,20,179,72,England,66,"CM,CDM",Right,1,4,3,High,High,65,62,68,66,59,65,66,61,50,71,45,64,67,65,68,66,66,64,70,63,81,67,55,67,64,64,66,56,59,66,56,69,59,63,57,11,10,10,9,14,64,65,64,64,64,65,67,67,68,67,65,66,65,64,62,64,19
J. Kappelhof,Johan Kappelhof,31,180,70,Netherlands,66,"CB,RB",Right,1,3,2,Medium,Medium,61,38,57,61,66,69,53,32,62,63,33,57,43,35,62,63,54,66,68,66,66,57,74,67,69,28,72,68,40,54,54,62,66,65,67,13,10,11,15,6,54,54,53,53,53,54,57,59,61,59,65,66,65,66,66,66,19
O. Bic,Ovidiu Bic,28,177,74,Romania,66,"CDM,CM",Right,1,3,2,Medium,High,69,56,61,66,61,72,50,55,42,66,42,65,54,56,66,65,71,68,70,64,71,59,76,79,68,53,70,63,60,62,67,65,63,64,59,12,6,13,11,15,61,62,62,62,62,62,65,66,66,66,66,66,66,65,64,65,19
F. Ananou,Frederic Ananou,24,183,78,Togo,66,"RB,LB,LWB",Right,1,3,2,High,Medium,78,38,48,62,64,70,63,30,64,57,41,62,39,32,40,61,79,78,68,59,63,45,80,64,74,43,66,60,56,30,45,54,65,67,64,9,10,9,11,13,56,57,54,54,54,57,55,60,54,60,66,61,66,66,67,66,18
M. Rodriguez,Memo Rodriguez,26,173,65,United States,66,"CAM,CM,LW",Right,1,3,3,Medium,Medium,62,63,67,71,54,59,71,60,53,67,45,70,68,62,62,69,64,60,78,62,82,73,62,72,56,71,51,56,64,66,38,66,66,43,46,13,13,9,10,8,65,67,66,66,66,67,67,67,67,67,64,62,64,61,57,61,19
R. Castro,Raúl Castro,32,178,68,Bolivia,66,"CDM,CM",Right,1,3,2,High,Medium,59,52,58,60,69,51,48,43,57,66,31,58,37,68,63,62,64,55,60,65,70,65,64,82,31,65,58,70,44,55,64,58,71,70,65,12,15,9,15,15,56,57,57,57,57,57,60,60,65,60,66,66,66,66,64,66,22
S. Ben Youssef,Syam Ben Youssef,33,189,82,Tunisia,66,CB,Right,1,3,2,Low,Medium,45,43,50,49,67,66,40,38,66,58,30,50,34,36,53,53,36,53,28,55,32,60,77,37,77,40,71,65,42,53,36,64,70,65,65,12,15,8,15,10,53,47,49,49,49,47,51,50,55,50,57,62,57,59,66,59,19
